.gg,country-code,Island Networks Ltd.
.gh,country-code,Network Computer Systems Limited
.gi,country-code,Sapphire Networks
.gl,country-code,TELE Greenland A/S
.gm,country-code,GM-NIC
.gn,country-code,Centre National des Sciences Halieutiques de Boussoura
.gp,country-code,Networking Technologies Group
.gq,country-code,GETESA
.gr,country-code,ICS-FORTH GR
.gs,country-code,Government of South Georgia and South Sandwich Islands (GSGSSI)
.gt,country-code,Universidad del Valle de Guatemala
.gu,country-code,University of Guam Computer Center
.gw,country-code,Autoridade Reguladora Nacional - Tecnologias de Informação e Comunicação da Guiné-Bissau
.gy,country-code,University of Guyana
.hk,country-code,Hong Kong Internet Registration Corporation Ltd.
.hm,country-code,HM Domain Registry
.hn,country-code,Red de Desarrollo Sostenible Honduras
.hr,country-code,CARNet - Croatian Academic and Research Network
.ht,country-code,Consortium FDS/RDDH
.hu,country-code,Council of Hungarian Internet Providers (CHIP)
.id,country-code,Perkumpulan Pengelola Nama Domain Internet Indonesia (PANDI)
.ie,country-code,University College Dublin Computing Services Computer Centre
.il,country-code,Internet Society of Israel
.im,country-code,Isle of Man Government
.in,country-code,National Internet Exchange of India
.io,country-code,IO Top Level Domain Registry Cable and Wireless
.iq,country-code,Communications and Media Commission (CMC)
.ir,country-code,Institute for Research in Fundamental Sciences
.is,country-code,ISNIC - Internet Iceland ltd.
.it,country-code,IIT - CNR
.je,country-code,Island Networks (Jersey) Ltd.
.jm,country-code,University of West Indies
.jo,country-code,National Information Technology Center (NITC)
.jp,country-code,"Japan Registry Services Co., Ltd."
.ke,country-code,Kenya Network Information Center (KeNIC)
.kg,country-code,AsiaInfo Telecommunication Enterprise
.kh,country-code,Telecommunication Regulator of Cambodia (TRC)
.ki,country-code,"Ministry of Communications, Transport, and Tourism Development"
.km,country-code,Comores Telecom
.kn,country-code,"Ministry of Finance, Sustainable Development Information & Technology"
.kp,country-code,Star Joint Venture Company
.kr,country-code,Korea Internet & Security Agency (KISA)
.kw,country-code,Ministry of Communications
.ky,country-code,The Information and Communications Technology Authority
.kz,country-code,Association of IT Companies of Kazakhstan
.la,country-code,"Lao National Internet Committee (LANIC), Ministry of Posts and Telecommunications"
.lb,country-code,American University of Beirut Computing and Networking Services
.lc,country-code,University of Puerto Rico
.li,country-code,Universitaet Liechtenstein
.lk,country-code,Council for Information Technology LK Domain Registrar
.lr,country-code,"Data Technology Solutions, Inc."
.ls,country-code,National University of Lesotho
.lt,country-code,Kaunas University of Technology
.lu,country-code,RESTENA
.lv,country-code,University of Latvia Institute of Mathematics and Computer Science Department of Network Solutions (DNS)
.ly,country-code,General Post and Telecommunication Company
.ma,country-code,Agence Nationale de Réglementation des Télécommunications (ANRT)
.mc,country-code,Gouvernement de Monaco Direction des Communications Electroniques
.md,country-code,MoldData S.E.
.me,country-code,Government of Montenegro
.mf,country-code,Not assigned
.mg,country-code,NIC-MG (Network Information Center Madagascar)
.mh,country-code,Office of the Cabinet
.mk,country-code,Macedonian Academic Research Network Skopje
.ml,country-code,Agence des Technologies de l’Information et de la Communication
.mm,country-code,"Ministry of Communications, Posts & Telegraphs"
.mn,country-code,"Datacom Co., Ltd."
.mo,country-code,Bureau of Telecommunications Regulation (DSRT)
.mp,country-code,"Saipan Datacom, Inc."
.mq,country-code,MEDIASERV
.mr,country-code,"Université des Sciences, de Technologie et de Médecine"
.ms,country-code,MNI Networks Ltd.
.mt,country-code,NIC (Malta)
.mu,country-code,Internet Direct Ltd
.mv,country-code,Dhiraagu Pvt. Ltd. (DHIVEHINET)
.mw,country-code,Malawi Sustainable Development Network Programme (Malawi SDNP)
.mx,country-code,NIC-Mexico ITESM - Campus Monterrey
.my,country-code,MYNIC Berhad
.mz,country-code,Centro de Informatica de Universidade Eduardo Mondlane
.na,country-code,Namibian Network Information Center
.nc,country-code,Office des Postes et Telecommunications
.ne,country-code,SONITEL
.nf,country-code,Norfolk Island Data Services
.ng,country-code,Nigeria Internet Registration Association
.ni,country-code,Universidad Nacional del Ingernieria Centro de Computo
.nl,country-code,SIDN (Stichting Internet Domeinregistratie Nederland)
.no,country-code,UNINETT Norid A/S
.np,country-code,Mercantile Communications Pvt. Ltd.
.nr,country-code,CENPAC NET
.nu,country-code,The IUSN Foundation
.nz,country-code,InternetNZ
.om,country-code,Telecommunications Regulatory Authority (TRA)
.pa,country-code,Universidad Tecnologica de Panama
.pe,country-code,Red Cientifica Peruana
.pf,country-code,Gouvernement de la Polynésie française
.pg,country-code,PNG DNS Administration Vice Chancellors Office The Papua New Guinea University of Technology
.ph,country-code,PH Domain Foundation
.pk,country-code,PKNIC
.pl,country-code,Research and Academic Computer Network
.pm,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
.pn,country-code,Pitcairn Island Administration
.pr,country-code,Gauss Research Laboratory Inc.
.ps,country-code,"Ministry Of Telecommunications & Information Technology, Government Computer Center."
.pt,country-code,Associação DNS.PT
.pw,country-code,Micronesia Investment and Development Corporation
.py,country-code,NIC-PY
.qa,country-code,Communications Regulatory Authority
.re,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
.ro,country-code,National Institute for R&D in Informatics
.rs,country-code,Serbian National Internet Domain Registry (RNIDS)
.ru,country-code,Coordination Center for TLD RU
.rw,country-code,Rwanda Information Communication and Technology Association (RICTA)
.sa,country-code,Communications and Information Technology Commission
.sb,country-code,Solomon Telekom Company Limited
.sc,country-code,VCS Pty Ltd
.sd,country-code,Sudan Internet Society
.se,country-code,The Internet Infrastructure Foundation
.sg,country-code,Singapore Network Information Centre (SGNIC) Pte Ltd
.sh,country-code,Government of St. Helena
.si,country-code,Academic and Research Network of Slovenia (ARNES)
.sj,country-code,UNINETT Norid A/S
.sk,country-code,"SK-NIC, a.s."
.sl,country-code,Sierratel
.sm,country-code,Telecom Italia San Marino S.p.A.
.sn,country-code,Universite Cheikh Anta Diop NIC Senegal
.so,country-code,Ministry of Post and Telecommunications
.sr,country-code,Telesur
.ss,country-code,Not assigned
.st,country-code,Tecnisys
.su,country-code,Russian Institute for Development of Public Networks (ROSNIIROS)
.sv,country-code,SVNet
.sx,country-code,SX Registry SA B.V.
.sy,country-code,National Agency for Network Services (NANS)
.sz,country-code,University of Swaziland Department of Computer Science
.tc,country-code,Melrex TC
.td,country-code,Société des télécommunications du Tchad (SOTEL TCHAD)
.tf,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
.tg,country-code,Autorite de Reglementation des secteurs de Postes et de Telecommunications (ART&P)
.th,country-code,Thai Network Information Center Foundation
.tj,country-code,Information Technology Center
.tk,country-code,Telecommunication Tokelau Corporation (Teletok)
.tl,country-code,Ministry of Transport and Communications; National Division of Information and Technology
.tm,country-code,TM Domain Registry Ltd
.tn,country-code,Agence Tunisienne d'Internet
.to,country-code,Government of the Kingdom of Tonga H.R.H. Crown Prince Tupouto'a c/o Consulate of Tonga
.tp,country-code,Retired
.tr,country-code,Middle East Technical University Department of Computer Engineering
.tt,country-code,University of the West Indies Faculty of Engineering
.tv,country-code,Ministry of Finance and Tourism
.tw,country-code,Taiwan Network Information Center (TWNIC)
.tz,country-code,Tanzania Network Information Centre (tzNIC)
.ua,country-code,Hostmaster Ltd.
.ug,country-code,Uganda Online Ltd.
.uk,country-code,Nominet UK
.um,country-code,Not assigned
.us,country-code,"NeuStar, Inc."
.uy,country-code,SeCIU - Universidad de la Republica
.uz,country-code,Computerization and Information Technologies Developing Center UZINFOCOM
.va,country-code,Holy See - Vatican City State
.vc,country-code,"Ministry of Telecommunications, Science, Technology and Industry"
.ve,country-code,Comisión Nacional de Telecomunicaciones (CONATEL)
.vg,country-code,Telecommunications Regulatory Commission of the Virgin Islands
.vi,country-code,"Virgin Islands Public Telecommunications System, Inc."
.vn,country-code,Ministry of Information and Communications of Socialist Republic of Viet Nam
.vu,country-code,Telecom Vanuatu Limited
.wf,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
.ws,country-code,Government of Samoa Ministry of Foreign Affairs & Trade
.ye,country-code,TeleYemen
.yt,country-code,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)
.za,country-code,ZA Domain Name Authority
.zm,country-code,Zambia Information and Communications Technology Authority (ZICTA)
.zw,country-code,Postal and Telecommuni
.aarp,generic,AARP
.abarth,generic,Fiat Chrysler Automobiles N.V.
.abb,generic,ABB Ltd
.abbott,generic,"Abbott Laboratories, Inc."
.abbvie,generic,AbbVie Inc.
.abc,generic,"Disney Enterprises, Inc."
.able,generic,Able Inc.
.abogado,generic,Top Level Domain Holdings Limited
.abudhabi,generic,Abu Dhabi Systems and Information Centre
.academy,generic,"Half Oaks, LLC"
.accenture,generic,Accenture plc
.accountant,generic,dot Accountant Limited
.accountants,generic,"Knob Town, LLC"
.aco,generic,ACO Severin Ahlmann GmbH & Co. KG
.active,generic,"Active Network, LLC"
.actor,generic,United TLD Holdco Ltd.
.adac,generic,Allgemeiner Deutscher Automobil-Club e.V. (ADAC)
.ads,generic,Charleston Road Registry Inc.
.adult,generic,ICM Registry AD LLC
.aeg,generic,Aktiebolaget Electrolux
.aetna,generic,Aetna Life Insurance Company
.afamilycompany,generic,"Johnson Shareholdings, Inc."
.afl,generic,Australian Football League
.africa,generic,ZA Central Registry NPC trading as Registry.Africa
.agakhan,generic,Fondation Aga Khan (Aga Khan Foundation)
.agency,generic,"Steel Falls, LLC"
.aig,generic,"American International Group, Inc."
.aigo,generic,"aigo Digital Technology Co,Ltd."
.airbus,generic,Airbus S.A.S.
.airforce,generic,United TLD Holdco Ltd.
.airtel,generic,Bharti Airtel Limited
.akdn,generic,Fondation Aga Khan (Aga Khan Foundation)
.alfaromeo,generic,Fiat Chrysler Automobiles N.V.
.alibaba,generic,Alibaba Group Holding Limited
.alipay,generic,Alibaba Group Holding Limited
.allfinanz,generic,Allfinanz Deutsche Vermögensberatung Aktiengesellschaft
.allstate,generic,Allstate Fire and Casualty Insurance Company
.ally,generic,Ally Financial Inc.
.alsace,generic,REGION GRAND EST
.alstom,generic,ALSTOM
.americanexpress,generic,"American Express Travel Related Services Company, Inc."
.americanfamily,generic,"AmFam, Inc."
.amex,generic,"American Express Travel Related Services Company, Inc."
.amfam,generic,"AmFam, Inc."
.amica,generic,Amica Mutual Insurance Company
.amsterdam,generic,Gemeente Amsterdam
.analytics,generic,Campus IP LLC
.android,generic,Charleston Road Registry Inc.
.anquan,generic,QIHOO 360 TECHNOLOGY CO. LTD.
.anz,generic,Australia and New Zealand Banking Group Limited
.aol,generic,AOL Inc.
.apartments,generic,"June Maple, LLC"
.app,generic,Charleston Road Registry Inc.
.apple,generic,Apple Inc.
.aquarelle,generic,Aquarelle.com
.aramco,generic,Aramco Services Company
.archi,generic,STARTING DOT LIMITED
.army,generic,United TLD Holdco Ltd.
.art,generic,UK Creative Ideas Limited
.arte,generic,Association Relative à la Télévision Européenne G.E.I.E.
.asda,generic,"Wal-Mart Stores, Inc."
.associates,generic,"Baxter Hill, LLC"
.athleta,generic,"The Gap, Inc."
.attorney,generic,"United TLD Holdco, Ltd"
.auction,generic,"United TLD HoldCo, Ltd."
.audi,generic,AUDI Aktiengesellschaft
.audible,generic,"Amazon Registry Services, Inc."
.audio,generic,"Uniregistry, Corp."
.auspost,generic,Australian Postal Corporation
.author,generic,"Amazon Registry Services, Inc."
.auto,generic,Cars Registry Limited
.autos,generic,"DERAutos, LLC"
.avianca,generic,Aerovias del Continente Americano S.A. Avianca
.aws,generic,"Amazon Registry Services, Inc."
.axa,generic,AXA SA
.azure,generic,Microsoft Corporation
.baby,generic,"Johnson & Johnson Services, Inc."
.baidu,generic,"Baidu, Inc."
.banamex,generic,Citigroup Inc.
.bananarepublic,generic,"The Gap, Inc."
.band,generic,"United TLD Holdco, Ltd"
.bank,generic,"fTLD Registry Services, LLC"
.bar,generic,Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable
.barcelona,generic,Municipi de Barcelona
.barclaycard,generic,Barclays Bank PLC
.barclays,generic,Barclays Bank PLC
.barefoot,generic,"Gallo Vineyards, Inc."
.bargains,generic,"Half Hallow, LLC"
.baseball,generic,"MLB Advanced Media DH, LLC"
.basketball,generic,Fédération Internationale de Basketball (FIBA)
.bauhaus,generic,Werkhaus GmbH
.bayern,generic,Bayern Connect GmbH
.bbc,generic,British Broadcasting Corporation
.bbt,generic,BB&T Corporation
.bbva,generic,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A."
.bcg,generic,"The Boston Consulting Group, Inc."
.bcn,generic,Municipi de Barcelona
.beats,generic,"Beats Electronics, LLC"
.beauty,generic,L'Oréal
.beer,generic,Top Level Domain Holdings Limited
.bentley,generic,Bentley Motors Limited
.berlin,generic,dotBERLIN GmbH & Co. KG
.best,generic,BestTLD Pty Ltd
.bestbuy,generic,"BBY Solutions, Inc."
.bet,generic,Afilias plc
.bharti,generic,Bharti Enterprises (Holding) Private Limited
.bible,generic,American Bible Society
.bid,generic,dot Bid Limited
.bike,generic,"Grand Hollow, LLC"
.bing,generic,Microsoft Corporation
.bingo,generic,"Sand Cedar, LLC"
.bio,generic,STARTING DOT LIMITED
.black,generic,Afilias plc
.blackfriday,generic,"Uniregistry, Corp."
.blanco,generic,BLANCO GmbH + Co KG
.blockbuster,generic,Dish DBS Corporation
.blog,generic,"Knock Knock WHOIS There, LLC"
.bloomberg,generic,Bloomberg IP Holdings LLC
.blue,generic,Afilias plc
.bms,generic,Bristol-Myers Squibb Company
.bmw,generic,Bayerische Motoren Werke Aktiengesellschaft
.bnl,generic,Banca Nazionale del Lavoro
.bnpparibas,generic,BNP Paribas
.boats,generic,"DERBoats, LLC"
.boehringer,generic,Boehringer Ingelheim International GmbH
.bofa,generic,"NMS Services, Inc."
.bom,generic,Núcleo de Informação e Coordenação do Ponto BR - NIC.br
.bond,generic,Bond University Limited
.boo,generic,Charleston Road Registry Inc.
.book,generic,"Amazon Registry Services, Inc."
.booking,generic,Booking.com B.V.
.boots,generic,THE BOOTS COMPANY PLC
.bosch,generic,Robert Bosch GMBH
.bostik,generic,Bostik SA
.boston,generic,"Boston TLD Management, LLC"
.bot,generic,"Amazon Registry Services, Inc."
.boutique,generic,"Over Galley, LLC"
.box,generic,NS1 Limited
.bradesco,generic,Banco Bradesco S.A.
.bridgestone,generic,Bridgestone Corporation
.broadway,generic,"Celebrate Broadway, Inc."
.broker,generic,DOTBROKER REGISTRY LTD
.brother,generic,"Brother Industries, Ltd."
.brussels,generic,DNS.be vzw
.budapest,generic,Top Level Domain Holdings Limited
.bugatti,generic,Bugatti International SA
.build,generic,Plan Bee LLC
.builders,generic,"Atomic Madison, LLC"
.business,generic,"Spring Cross, LLC"
.buy,generic,"Amazon Registry Services, INC"
.buzz,generic,DOTSTRATEGY CO.
.bzh,generic,Association www.bzh
.cab,generic,"Half Sunset, LLC"
.cafe,generic,"Pioneer Canyon, LLC"
.cal,generic,Charleston Road Registry Inc.
.call,generic,"Amazon Registry Services, Inc."
.calvinklein,generic,PVH gTLD Holdings LLC
.cam,generic,AC Webconnecting Holding B.V.
.camera,generic,"Atomic Maple, LLC"
.camp,generic,"Delta Dynamite, LLC"
.cancerresearch,generic,Australian Cancer Research Foundation
.canon,generic,Canon Inc.
.capetown,generic,ZA Central Registry NPC trading as ZA Central Registry
.capital,generic,"Delta Mill, LLC"
.capitalone,generic,Capital One Financial Corporation
.car,generic,Cars Registry Limited
.caravan,generic,"Caravan International, Inc."
.cards,generic,"Foggy Hollow, LLC"
.care,generic,"Goose Cross, LLC"
.career,generic,dotCareer LLC
.careers,generic,"Wild Corner, LLC"
.cars,generic,Cars Registry Limited
.cartier,generic,Richemont DNS Inc.
.casa,generic,Top Level Domain Holdings Limited
.case,generic,CNH Industrial N.V.
.caseih,generic,CNH Industrial N.V.
.cash,generic,"Delta Lake, LLC"
.casino,generic,"Binky Sky, LLC"
.catering,generic,New Falls. LLC
.catholic,generic,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication)
.cba,generic,COMMONWEALTH BANK OF AUSTRALIA
.cbn,generic,"The Christian Broadcasting Network, Inc."
.cbre,generic,"CBRE, Inc."
.cbs,generic,CBS Domains Inc.
.ceb,generic,The Corporate Executive Board Company
.center,generic,"Tin Mill, LLC"
.ceo,generic,CEOTLD Pty Ltd
.cern,generic,"European Organization for Nuclear Research (""CERN"")"
.cfa,generic,CFA Institute
.cfd,generic,DOTCFD REGISTRY LTD
.chanel,generic,Chanel International B.V.
.channel,generic,Charleston Road Registry Inc.
.chase,generic,"JPMorgan Chase Bank, National Association"
.chat,generic,"Sand Fields, LLC"
.cheap,generic,"Sand Cover, LLC"
.chintai,generic,CHINTAI Corporation
.chloe,generic,Richemont DNS Inc.
.christmas,generic,"Uniregistry, Corp."
.chrome,generic,Charleston Road Registry Inc.
.chrysler,generic,FCA US LLC.
.church,generic,"Holly Fileds, LLC"
.cipriani,generic,Hotel Cipriani Srl
.circle,generic,"Amazon Registry Services, Inc."
.cisco,generic,"Cisco Technology, Inc."
.citadel,generic,Citadel Domain LLC
.citi,generic,Citigroup Inc.
.citic,generic,CITIC Group Corporation
.city,generic,"Snow Sky, LLC"
.cityeats,generic,"Lifestyle Domain Holdings, Inc."
.claims,generic,"Black Corner, LLC"
.cleaning,generic,"Fox Shadow, LLC"
.click,generic,"Uniregistry, Corp."
.clinic,generic,"Goose Park, LLC"
.clinique,generic,The Estée Lauder Companies Inc.
.clothing,generic,"Steel Lake, LLC"
.cloud,generic,ARUBA PEC S.p.A.
.club,generic,".CLUB DOMAINS, LLC"
.clubmed,generic,Club Méditerranée S.A.
.coach,generic,"Koko Island, LLC"
.codes,generic,"Puff Willow, LLC"
.coffee,generic,"Trixy Cover, LLC"
.college,generic,XYZ.COM LLC
.cologne,generic,NetCologne Gesellschaft für Telekommunikation mbH
.com,generic,VeriSign Global Registry Services
.comcast,generic,"Comcast IP Holdings I, LLC"
.commbank,generic,COMMONWEALTH BANK OF AUSTRALIA
.community,generic,"Fox Orchard, LLC"
.company,generic,"Silver Avenue, LLC"
.compare,generic,iSelect Ltd
.computer,generic,"Pine Mill, LLC"
.comsec,generic,"VeriSign, Inc."
.condos,generic,"Pine House, LLC"
.construction,generic,"Fox Dynamite, LLC"
.consulting,generic,"United TLD Holdco, LTD."
.contact,generic,"Top Level Spectrum, Inc."
.contractors,generic,"Magic Woods, LLC"
.cooking,generic,Top Level Domain Holdings Limited
.cookingchannel,generic,"Lifestyle Domain Holdings, Inc."
.cool,generic,"Koko Lake, LLC"
.corsica,generic,Collectivité Territoriale de Corse
.country,generic,Top Level Domain Holdings Limited
.coupon,generic,"Amazon Registry Services, Inc."
.coupons,generic,"Black Island, LLC"
.courses,generic,OPEN UNIVERSITIES AUSTRALIA PTY LTD
.credit,generic,"Snow Shadow, LLC"
.creditcard,generic,"Binky Frostbite, LLC"
.creditunion,generic,"CUNA Performance Resources, LLC"
.cricket,generic,dot Cricket Limited
.crown,generic,Crown Equipment Corporation
.crs,generic,Federated Co-operatives Limited
.cruise,generic,Viking River Cruises (Bermuda) Ltd.
.cruises,generic,"Spring Way, LLC"
.csc,generic,"Alliance-One Services, Inc."
.cuisinella,generic,SALM S.A.S.
.cymru,generic,Nominet UK
.cyou,generic,"Beijing Gamease Age Digital Technology Co., Ltd."
.dabur,generic,Dabur India Limited
.dad,generic,Charleston Road Registry Inc.
.dance,generic,United TLD Holdco Ltd.
.data,generic,Dish DBS Corporation
.date,generic,dot Date Limited
.dating,generic,"Pine Fest, LLC"
.datsun,generic,"NISSAN MOTOR CO., LTD."
.day,generic,Charleston Road Registry Inc.
.dclk,generic,Charleston Road Registry Inc.
.dds,generic,Minds + Machines Group Limited
.deal,generic,"Amazon Registry Services, Inc."
.dealer,generic,"Dealer Dot Com, Inc."
.deals,generic,"Sand Sunset, LLC"
.degree,generic,"United TLD Holdco, Ltd"
.delivery,generic,"Steel Station, LLC"
.dell,generic,Dell Inc.
.deloitte,generic,Deloitte Touche Tohmatsu
.delta,generic,"Delta Air Lines, Inc."
.democrat,generic,United TLD Holdco Ltd.
.dental,generic,"Tin Birch, LLC"
.dentist,generic,"United TLD Holdco, Ltd"
.desi,generic,Desi Networks LLC
.design,generic,"Top Level Design, LLC"
.dev,generic,Charleston Road Registry Inc.
.dhl,generic,Deutsche Post AG
.diamonds,generic,"John Edge, LLC"
.diet,generic,"Uniregistry, Corp."
.digital,generic,"Dash Park, LLC"
.direct,generic,"Half Trail, LLC"
.directory,generic,"Extra Madison, LLC"
.discount,generic,"Holly Hill, LLC"
.discover,generic,Discover Financial Services
.dish,generic,Dish DBS Corporation
.diy,generic,"Lifestyle Domain Holdings, Inc."
.dnp,generic,"Dai Nippon Printing Co., Ltd."
.docs,generic,Charleston Road Registry Inc.
.doctor,generic,"Brice Trail, LLC"
.dodge,generic,FCA US LLC.
.dog,generic,"Koko Mill, LLC"
.doha,generic,Communications Regulatory Authority (CRA)
.domains,generic,"Sugar Cross, LLC"
.doosan,generic,Retired
.dot,generic,Dish DBS Corporation
.download,generic,dot Support Limited
.drive,generic,Charleston Road Registry Inc.
.dtv,generic,Dish DBS Corporation
.dubai,generic,Dubai Smart Government Department
.duck,generic,"Johnson Shareholdings, Inc."
.dunlop,generic,The Goodyear Tire & Rubber Company
.duns,generic,The Dun & Bradstreet Corporation
.dupont,generic,E. I. du Pont de Nemours and Company
.durban,generic,ZA Central Registry NPC trading as ZA Central Registry
.dvag,generic,Deutsche Vermögensberatung Aktiengesellschaft DVAG
.dvr,generic,Hughes Satellite Systems Corporation
.earth,generic,"Interlink Co., Ltd."
.eat,generic,Charleston Road Registry Inc.
.eco,generic,Big Room Inc.
.edeka,generic,EDEKA Verband kaufmännischer Genossenschaften e.V.
.education,generic,"Brice Way, LLC"
.email,generic,"Spring Madison, LLC"
.emerck,generic,Merck KGaA
.energy,generic,"Binky Birch, LLC"
.engineer,generic,United TLD Holdco Ltd.
.engineering,generic,Romeo Canyon
.enterprises,generic,"Snow Oaks, LLC"
.epost,generic,Deutsche Post AG
.epson,generic,Seiko Epson Corporation
.equipment,generic,"Corn Station, LLC"
.ericsson,generic,Telefonaktiebolaget L M Ericsson
.erni,generic,ERNI Group Holding AG
.esq,generic,Charleston Road Registry Inc.
.estate,generic,"Trixy Park, LLC"
.esurance,generic,Esurance Insurance Company
.eurovision,generic,European Broadcasting Union (EBU)
.eus,generic,Puntueus Fundazioa
.events,generic,"Pioneer Maple, LLC"
.everbank,generic,EverBank
.exchange,generic,"Spring Falls, LLC"
.expert,generic,"Magic Pass, LLC"
.exposed,generic,"Victor Beach, LLC"
.express,generic,"Sea Sunset, LLC"
.extraspace,generic,Extra Space Storage LLC
.fage,generic,Fage International S.A.
.fail,generic,"Atomic Pipe, LLC"
.fairwinds,generic,"FairWinds Partners, LLC"
.faith,generic,dot Faith Limited
.family,generic,United TLD Holdco Ltd.
.fan,generic,Asiamix Digital Ltd
.fans,generic,Asiamix Digital Limited
.farm,generic,"Just Maple, LLC"
.farmers,generic,Farmers Insurance Exchange
.fashion,generic,Top Level Domain Holdings Limited
.fast,generic,"Amazon Registry Services, Inc."
.fedex,generic,Federal Express Corporation
.feedback,generic,"Top Level Spectrum, Inc."
.ferrari,generic,Fiat Chrysler Automobiles N.V.
.ferrero,generic,Ferrero Trading Lux S.A.
.fiat,generic,Fiat Chrysler Automobiles N.V.
.fidelity,generic,Fidelity Brokerage Services LLC
.fido,generic,Rogers Communications Canada Inc.
.film,generic,Motion Picture Domain Registry Pty Ltd
.final,generic,Núcleo de Informação e Coordenação do Ponto BR - NIC.br
.finance,generic,"Cotton Cypress, LLC"
.financial,generic,"Just Cover, LLC"
.fire,generic,"Amazon Registry Services, Inc."
.firestone,generic,"Bridgestone Licensing Services, Inc."
